Iteration,Avg_Centroid_All_Distance,Avg_Centroid_Leaders_Distance
1,14.684592184699008,14.381726247011423
2,12.321055442768305,12.285701219628198
3,10.561325987942451,10.418850925463117
4,9.337738909966946,9.253319275896015
5,8.607424946475078,8.521667589516037
6,7.964217133355215,7.93320380563254
7,7.409316430024213,7.360729139319972
8,7.158575802029619,7.117871973050723
9,6.942612479664886,6.914369168440013
10,6.814840567701192,6.782058759771967
11,6.787015786518006,6.752179015368048
12,6.7477224470618475,6.674737570209273
13,6.556884786632244,6.503401066913785
14,6.396954216008448,6.3822342074273015
15,6.385082275482289,6.362218245803172
16,6.181243632918137,6.195248361938103
17,6.150129310633283,6.137239260674373
18,6.111399003892363,6.1171193870100575
19,6.231635571631154,6.133352776392168
20,6.100148920836261,6.0892685197954135
21,6.074232262911013,6.023973964401236
22,5.945183247341508,5.893649590422652
23,5.867011979718998,5.860256077401325
24,5.793514574302249,5.806717821962422
25,5.699234565086218,5.662424341871128
26,5.547432584995885,5.574608002630397
27,5.496651190556163,5.510699702282625
28,5.5206975147566935,5.4622713281827675
29,5.4927147675744,5.447739020969314
30,5.402673591775098,5.389819208631025
31,5.385384102216179,5.344958740825674
32,5.367299477951173,5.364403038605008
33,5.329965739776532,5.309906134878029
34,5.205073602031928,5.204396188624986
35,5.184097884789638,5.182683595257842
36,5.082199764012401,5.063703231508346
37,5.074520756166085,5.051944179241744
38,4.967464965771065,4.949316597134459
39,4.902358564189514,4.879973667620681
40,4.842350846902101,4.812045690525879
41,4.716942094748872,4.747911739123944
42,4.75101326273762,4.749975878568745
43,4.7937346224229005,4.770289270603256
44,4.716911386896522,4.7194029271358255
45,4.716005399958357,4.712869415432552
46,4.721592757953521,4.690390844515012
47,4.658695088538044,4.654480410549764
48,4.599141510366476,4.571783800266162
49,4.497414605159697,4.514993928203066
50,4.484191966283665,4.484653718328229
51,4.520043866222616,4.493460935739547
52,4.378309586869741,4.409610820346247
53,4.376743036694555,4.392835871360711
54,4.309496940817697,4.316929201393945
55,4.3437415782641535,4.338034208717442
56,4.329086656958898,4.301766043638419
57,4.253036579219641,4.256165087295329
58,4.185783756667209,4.171079260342536
59,4.070077560304203,4.070270173441561
60,4.085152280943789,4.076102980646106
61,4.031033443376476,4.030380307277463
62,4.009158475651544,3.9976977508830402
63,4.015677669941426,3.9916444928535015
64,3.9201782535448944,3.9422433051167287
65,3.9469709420333987,3.937574029575131
66,3.9480192895174744,3.9214590447792386
67,3.853320473682589,3.860173373253127
68,3.865745776344346,3.8385251999303187
69,3.8213709480948896,3.8183082456504533
70,3.7517206601198563,3.7269852654120483
71,3.7130895115360327,3.7166432984783495
72,3.689821961023225,3.6671714729576803
73,3.634974442272103,3.6291962429880913
74,3.5870578592131537,3.5897634431812397
75,3.615528538893157,3.5979737977746455
76,3.610519968154517,3.6194188164363936
77,3.5977964056503113,3.5763528433429306
78,3.5887862193643736,3.575684753255848
79,3.5467363733574455,3.555494777480953
80,3.5285783479724477,3.5053080844083877
81,3.516677237012859,3.5175562256200994
82,3.481762753645439,3.4627216649569026
83,3.4338749327264377,3.416653802021214
84,3.3940897235301297,3.3971704449678026
85,3.3609619716492913,3.3508709452912133
86,3.3925575500381604,3.3661188559559307
87,3.3631181347713217,3.3626088626017436
88,3.2973036885885523,3.2770732954969595
89,3.325463604708349,3.3098139192460776
90,3.2850360811989487,3.2698265187902544
91,3.2261181202394953,3.2586763120952136
92,3.2154626927454584,3.21085634241437
93,3.2137997077165212,3.2014966027153684
94,3.1815251444899126,3.1793961180232193
95,3.155187502892337,3.1474041318299046
96,3.1214403049007844,3.1230031639043334
97,3.0718249252325776,3.040611766148363
98,3.043012334918962,3.021690822678721
99,3.0197500232829957,3.0204267169509995
100,3.03299577497048,3.0294905124249527
101,3.0523267125368676,3.0309091534619452
102,2.9842890902088803,2.9723133144930904
103,2.978987995323443,2.977126705565718
104,2.9965065270735347,2.979216253345653
105,2.974339365750962,2.962451231665492
106,2.949601840367379,2.951980541490396
107,2.948478076575133,2.948274561663775
108,2.929228797757403,2.9232816699923037
109,2.9618653839606144,2.9479840581876378
110,2.9484365530565735,2.951683507523766
111,2.944021135176148,2.9411972867739014
112,2.956348669746424,2.9297443708838475
