Iteration,Avg_Centroid_All_Distance,Avg_Centroid_Leaders_Distance
1,28.43453356986762,28.395061697197203
2,28.856551200159313,28.764067529501126
3,28.567158334058778,28.596448904846827
4,28.311947011514835,28.197253792330002
5,28.41409525726905,28.256724799149815
6,28.104456813116585,28.107547418077775
7,28.29942863941988,28.10093011370115
8,28.181619757896904,28.100104298729697
9,27.95380830117109,27.90220329162408
10,27.718695393231148,27.752513656019502
11,27.693777230905166,27.64635212717179
12,27.615212237651903,27.546408774476905
13,27.59937297624542,27.536007572535574
14,27.80596198499391,27.658635831518616
15,27.716018730562805,27.678835905784208
16,27.817805575706856,27.643149077277982
17,27.70093431992006,27.576440308218007
18,27.660286285192004,27.53092956211962
19,27.697323240021362,27.50093327969803
20,27.576022962056538,27.515249580700186
21,27.47399162495048,27.435821254358018
22,27.388300733152843,27.396964407839757
23,27.31924624588919,27.357384014217143
24,27.552069887572646,27.41757608532322
25,27.514331747864187,27.349359799316613
26,27.471649057998583,27.35679781967806
27,27.3510461818642,27.348052909977287
28,27.459581727584066,27.34026817458128
29,27.43478592180363,27.363628221196052
30,27.454030771596994,27.392195683584237
31,27.526656574800832,27.328566885971675
32,27.315467773046915,27.262876749564523
33,27.098252133055023,27.17385443192627
34,27.271414050359724,27.09253572494096
35,27.131262747375818,27.091047273190398
36,27.179918035579373,27.172327754535434
37,27.307775688219234,27.172327754535434
38,27.24174039968074,27.159603232975112
39,27.268702916932238,27.177928803152742
40,27.229529384423206,27.177928803152742
41,27.260112122591234,27.146153713786198
42,27.185646105735845,27.185432787793506
43,27.131639982187153,27.134848541203855
44,27.192114271438015,27.080551974318418
45,27.058800412335195,27.020136289631214
46,27.055499918624886,26.974512592743128
47,27.079249343208232,26.961874728316086
48,27.073575085259947,26.961874728316086
49,27.02335529986029,26.970075152216506
50,26.960669032881444,26.90907452581557
51,26.965453633128234,26.872865682533035
52,26.84231630059818,26.82932227170463
53,26.93172208410294,26.905986725314456
54,27.071224776851828,26.91274971793341
55,26.90965584735643,26.842933454176272
56,26.866438445807734,26.864949516657802
57,26.915336856618964,26.888815332601947
58,26.991609429468497,26.85339956090085
59,26.918005315943713,26.806955475781656
60,26.793174937055436,26.719340425836357
61,26.714772334372267,26.645946213116552
62,26.661306320226593,26.571110520685796
63,26.64145772135037,26.571110520685796
64,26.6247851748094,26.604548461396185
65,26.75626591837278,26.635508755566377
66,26.651920795324557,26.577201303187643
67,26.621220992661424,26.517784277793222
68,26.637935682005757,26.513700405246595
69,26.498265047499935,26.4850025774914
70,26.362245377047863,26.36070324542572
71,26.326465922349108,26.274997043794723
72,26.35902848950062,26.306796816004475
73,26.196777587372132,26.259756457535698
74,26.303020757956656,26.343769010799104
75,26.350314365072407,26.34167466919648
76,26.356126534803916,26.340976394392573
77,26.18949435564906,26.21222462888312
78,26.23371960980704,26.24228411548938
79,26.348831461085922,26.272447874072704
80,26.404097196777418,26.356723144876273
81,26.41702875509827,26.354849369996096
82,26.468971459584104,26.389043391276005
83,26.486137700446683,26.363465015246724
84,26.371120928974626,26.331945543511484
85,26.304391720361842,26.270693047110846
86,26.312779147823285,26.270693047110846
87,26.331844156295038,26.22037683290166
88,26.205306084626734,26.199643700193644
89,26.325142384279022,26.199643700193644
90,26.22222525726385,26.179054588081403
91,26.29017700110737,26.188765269101598
92,26.226714613110644,26.208687577145408
93,26.255557188847867,26.179784185327723
94,26.15473371758958,26.224334767111603
95,26.329109894051463,26.231345761332996
96,26.185892564444224,26.25535718591271
97,26.331843922709734,26.25539428675646
98,26.181588964674578,26.270854700475493
99,26.465373140393517,26.283874102548943
100,26.348130026756913,26.283874102548943
101,26.30545811476792,26.295412792075673
102,26.308812081319818,26.289554890303258
103,26.257247166913277,26.282596836033598
104,26.210515878783735,26.16218023770244
105,26.18190469109988,26.117340570667128
106,26.231958348813283,26.085947305384458
107,26.03922441382196,26.085947305384458
108,26.093709147624637,26.03370067641681
109,26.093410430019905,26.07276412077234
110,26.01080477237921,25.99047075000313
111,26.026225512566302,25.983658274832074
112,26.156920475800998,25.986096345521847
113,26.12865352731499,26.018993790253475
114,25.979870261896426,26.013906272959286
115,25.94118417827411,25.971604912359773
116,25.943819898469336,25.968231727019607
117,25.998212796084765,25.968231727019607
118,25.99328205030428,25.968231727019607
119,25.91514047348082,25.975267868239825
120,25.951890925252094,25.959136627521186
121,26.096771070705902,26.018096909600562
122,26.126917217347245,25.970042162541507
123,26.08619958197587,25.970042162541507
124,26.032890833365418,25.970042162541507
125,25.860748292283237,25.970042162541507
126,25.976356924970837,25.967707779018436
127,25.915313586650306,25.972940094499254
128,25.913188449725954,25.92890253499957
129,25.90763118469727,25.92890253499957
130,25.91231339037804,25.93820800056978
131,26.060851506244074,25.96379149887651
132,25.95129457266452,25.98402902347829
133,25.942524464796428,25.979345873679343
134,26.102602105272716,26.009299447395115
135,26.040611342963164,26.00476880614394
136,26.078444795571517,26.04192571107268
137,26.072384879056706,26.016061519769288
138,26.064436322074975,26.05461246304073
139,26.060745083287465,26.035412863381637
140,26.163725562400337,26.035412863381637
141,26.056388871829963,25.983996697095158
142,26.068439858083593,25.967671132568206
143,25.98514521969735,25.967671132568206
144,26.0170831849634,25.967671132568206
145,25.970312199350055,26.01577261954737
146,25.952693593901873,26.012945516433266
147,26.136446603985625,26.012945516433266
148,25.960438702498173,26.011639291829695
149,26.10132276453902,26.011639291829695
150,25.936477956283163,25.976655807859565
151,26.05430351448076,26.000351997184065
152,25.949446745262733,25.98672401120034
