Iteration,Avg_Centroid_All_Distance,Avg_Centroid_Leaders_Distance
1,23.93734208509579,23.84753650524609
2,20.32970684252939,20.135707695107037
3,17.2598138830904,17.170453540515698
4,14.442822965733068,14.345641995924378
5,12.194979374892199,12.210887695044782
6,10.482162242553285,10.429857032861896
7,9.19913518958161,9.030594885361008
8,8.023678903750156,8.057586878087083
9,7.278630812950236,7.2505435534408464
10,6.4490493480059525,6.421816202152484
11,6.082986071091139,6.112400673360327
12,5.52508457277875,5.5274824896922015
13,5.1285305795478555,5.123856072257516
14,4.891475249216389,4.793774666136666
15,4.465382590347979,4.456436320660782
16,3.9981967931462945,3.9831378058626963
17,3.6943269430831567,3.650890583058259
18,3.4646031982846432,3.442687768267698
19,3.309532324829839,3.3270785976537325
20,3.151469623112478,3.1115176994027696
21,2.8149544438169847,2.783851450370911
22,2.625420099089589,2.6386539591566804
23,2.546214858881934,2.514700303364054
24,2.360400295207172,2.343064154676613
25,2.1994771566214153,2.182264480052472
26,2.1325260271987867,2.0772810543787816
27,1.9669980310842858,1.9529294249381706
28,1.8157606201216665,1.8104943621458496
29,1.5723692009912802,1.581049981749233
30,1.407502459809925,1.394384699601096
31,1.3264900491874458,1.3310017541932444
32,1.2282509244245712,1.2450678531420918
33,1.1807625819115206,1.175389080690493
34,1.1357106318177685,1.1320891001357332
35,1.0909041784317255,1.082897151743589
36,0.9952947103821648,1.0168040963039118
37,0.9362328716605607,0.9351538445161656
38,0.8787907148480258,0.87570949601221
39,0.8652392671484079,0.8467377085119094
40,0.8160024149251408,0.8188950508225071
41,0.7550956187536657,0.7643231248382408
42,0.7403035391170601,0.7351827677880046
43,0.7634817673904599,0.7621599190284538
44,0.7374862052674431,0.730572940828286
45,0.6564821795945175,0.65222108618347
46,0.6282414430445888,0.6215624210431545
47,0.5906800170495419,0.5952613438538947
48,0.546669519205832,0.5431361557398795
49,0.5068465958094901,0.5068637848416138
50,0.4933293204656798,0.49511341876109977
51,0.43751056498928104,0.4376072661030179
52,0.43636761527283613,0.42948058700099495
53,0.41751908886953626,0.4033767687262457
54,0.3868498039103333,0.3939184845392348
55,0.38270420105391845,0.3844428805041213
56,0.3650650651980945,0.37296168145162806
57,0.31779750824702163,0.32149534364555443
58,0.305290972333924,0.30787295286773586
